date,BOCORWF1,CAPTL_WF,CULLRGWF,GULLRWF1,GUNNING1,SAPHWF1,TARALGA1,WOODLWN1,WRWF1
2018/1/8 6:00,87.65166667,17.31799942,1.430833333,19.8368275,3.8749775,0,28.73124667,10.46999833,4.610936667
2018/1/8 7:00,65.00166667,0.60600025,2.749166667,18.82311,2.921295,0,29.43749417,4.799251667,-0.278125
2018/1/8 8:00,28.57,0,2.054166667,14.70334167,3.7044475,0,58.84844,0.370501667,8.505
2018/1/8 9:00,33.30083333,0,8.016666667,61.4031375,16.572665,0,82.76000417,3.97575,8.1735425
2018/1/8 10:00,40.40416667,26.95299925,20.07500033,114.9720875,27.252695,0,94.28781333,18.567755,9.75917
2018/1/8 11:00,83.37,64.87500058,24.18083308,128.3766817,37.19830083,0,91.75999833,25.467005,5.232084167
2018/1/8 12:00,47.47333333,85.82999925,21.54166683,92.37989167,33.64971,0,87.5150025,38.27324917,3.90198
2018/1/8 13:00,15.07416667,66.92733458,23.8166665,96.15236583,30.36573917,0,83.89562333,35.2717525,1.174686667
2018/1/8 14:00,43.34833333,76.64299958,26.3625,83.84426583,34.09213417,0,79.80874333,27.3652475,-0.5286475
2018/1/8 15:00,40.715,111.6416658,20.39666692,55.5878475,23.63103667,0,75.13093917,36.15,-1.3175
2018/1/8 16:00,49.4325,118.0149988,16.465,74.31879417,20.89204833,0,58.48312167,42.5445025,-1.1983325
2018/1/8 17:00,58.98833333,24.06833267,4.853333333,41.7634025,8.90405,0,57.58469167,18.632995,15.07125167
2018/1/8 18:00,49.60166667,9.748666667,4.300833333,57.5973725,21.00326667,0,21.53874833,10.7077525,43.49666667
2018/1/8 19:00,57.4425,0,1.6325,42.5331025,19.06997833,0,16.48750333,2.961001667,56.13166417
2018/1/8 20:00,87.435,0,3.676666667,27.23585583,10.43240583,0,15.00281417,3.699750833,57.59531333
2018/1/8 21:00,104.19,0,0.520833333,8.117511667,6.85915,0,19.78687417,0.522,48.08416583
2018/1/8 22:00,100.3733333,0,4.5125,10.57077667,2.461545833,0,26.89968667,0.702745833,29.5352075
2018/1/8 23:00,65.25333333,6.580666833,10.225,21.392405,20.82870417,0,22.3618725,7.175246667,19.07458333
2018/1/9 0:00,102.5741667,12.33300092,9.169166667,21.30708083,18.69334417,0,54.07156417,9.0825025,7.320728333
2018/1/9 1:00,107.7708333,0.562333417,6.478333333,27.64204,12.10874167,0,43.11531417,4.329000833,7.758435
2018/1/9 2:00,104.9125,0,0.613333333,24.09737583,2.948006667,0,32.59343333,0.917251667,13.62801833
2018/1/9 3:00,108.1291667,22.130668,10.2225,20.95551833,6.714273333,0,24.65187333,13.33499667,16.14416833
2018/1/9 4:00,110.3016667,34.95699942,15.75,25.86117,13.81218583,0,46.5456275,24.06000083,5.2391675
2018/1/9 5:00,107.4266667,1.747666,2.220833333,7.524485833,3.413574167,0,25.63999917,8.134500833,5.562395833
2018/1/9 6:00,98.17,13.23866725,0.483333333,4.2725125,1.5776875,0,14.61093583,2.0639975,4.868229167
